assembly_contig	length	n_genome_ids	primary_genome	primary_aligned_bp	secondary_genome	secondary_aligned_bp	chimera_threshold_bp	cross_binid_chimera	has_accepted_alignment
BASE_00007987	3313	2	ASV153.8	3313	ASV102.10	3313	1000	true	true
BASE_00007988	1372	1	ASV102.10	1372		0	1000	false	true
BASE_00007989	1040	2	ASV153.8	1040	ASV102.10	1040	1000	true	true
BASE_00007990	1336	2	ASV507.9	1336	ASV507.11	1336	1000	true	true
BASE_00007991	1041	1	ASV399.6	1041		0	1000	false	true
BASE_00007992	1015	1	ASV476.8	1015		0	1000	false	true
BASE_00007993	2781	2	ASV507.11	2781	ASV507.9	2776	1000	true	true
BASE_00007994	1073	1	ASV579.0	1073		0	1000	false	true
BASE_00007995	1593	2	ASV507.9	1534	ASV507.11	1534	1000	true	true
BASE_00007996	2511	1	ASV487.10	2511		0	1000	false	true
BASE_00007997	2613	2	ASV153.8	2613	ASV102.10	2613	1000	true	true
BASE_00007998	2315	2	ASV507.9	2315	ASV507.11	2315	1000	true	true
BASE_00007999	1538	1	ASV507.1	1538		0	1000	false	true
BASE_00008000	1581	1	ASV487.10	1581		0	1000	false	true
BASE_00008001	1426	1	ASV300.8	1426		0	1000	false	true
BASE_00008002	2683	1	ASV102.10	2683		0	1000	false	true
BASE_00008003	2860	1	ASV102.10	2860		0	1000	false	true
BASE_00008004	1494	1	ASV487.10	1494		0	1000	false	true
BASE_00008005	1073	2	ASV486.6	1073	ASV476.8	1073	1000	true	true
BASE_00008006	1175	2	ASV102.10	1175	ASV153.8	1154	1000	true	true
BASE_00008007	1117	2	ASV486.6	1117	ASV476.8	1117	1000	true	true
BASE_00008008	1638	1	ASV579.0	1638		0	1000	false	true
BASE_00008009	3829	1	ASV487.10	3829		0	1000	false	true
BASE_00008010	1050	2	ASV507.9	1050	ASV507.11	1050	1000	true	true
BASE_00008011	2798	1	ASV300.8	2798		0	1000	false	true
BASE_00008012	2017	2	ASV153.8	2017	ASV102.10	2017	1000	true	true
BASE_00008013	1182	2	ASV153.8	1182	ASV102.10	1182	1000	true	true
BASE_00008014	2485	2	ASV102.10	2485	ASV153.8	2479	1000	true	true
BASE_00008015	1036	1	ASV406.4	1036		0	1000	false	true
BASE_00008016	1237	1	ASV406.4	835		0	1000	false	true
BASE_00008017	1940	2	ASV476.8	1940	ASV406.4	1940	1000	true	true
BASE_00008018	1062	2	ASV507.1	1042	ASV507.3	1026	1000	true	true
BASE_00008019	1164	1	ASV406.4	1164		0	1000	false	true
BASE_00008020	1174	2	ASV507.3	1053	ASV507.1	1053	1000	true	true
BASE_00008021	2905	2	ASV153.8	2905	ASV102.10	2905	1000	true	true
BASE_00008022	1089	1	ASV387.0	1089		0	1000	false	true
BASE_00008023	1298	2	ASV153.8	1298	ASV102.10	1298	1000	true	true
BASE_00008024	1729	2	ASV102.10	1729	ASV153.8	1453	1000	true	true
BASE_00008025	1070	1	ASV300.8	1070		0	1000	false	true
BASE_00008026	1322	3	ASV507.3	1322	ASV507.1	1322	1000	true	true
BASE_00008027	1221	1	ASV300.8	1221		0	1000	false	true
BASE_00008028	1212	1	ASV476.8	1212		0	1000	false	true
BASE_00008029	1125	1	ASV579.0	1125		0	1000	false	true
BASE_00008030	1012	1	ASV300.8	1012		0	1000	false	true
BASE_00008031	1627	1	ASV300.8	1627		0	1000	false	true
BASE_00008032	4881	1	ASV387.0	4881		0	1000	false	true
BASE_00008033	1042	1	ASV300.8	1042		0	1000	false	true
BASE_00008034	2282	2	ASV507.11	2282	ASV507.9	2276	1000	true	true
BASE_00008035	1759	1	ASV406.4	1328		0	1000	false	true
BASE_00008036	1002	1	ASV387.0	1002		0	1000	false	true
BASE_00008037	4160	2	ASV102.10	4160	ASV153.8	4081	1000	true	true
BASE_00008038	2385	2	ASV507.9	2385	ASV507.11	2385	1000	true	true
BASE_00008039	1016	2	ASV486.6	1016	ASV476.8	1016	1000	true	true
BASE_00008040	1085	1	ASV102.10	1085		0	1000	false	true
BASE_00008041	1119	2	ASV486.6	1119	ASV476.8	1119	1000	true	true
BASE_00008042	1207	2	ASV507.3	1207	ASV507.1	1207	1000	true	true
BASE_00008043	2219	1	ASV579.0	2219		0	1000	false	true
BASE_00008044	1674	2	ASV102.10	1674	ASV153.8	1661	1000	true	true
BASE_00008045	2244	2	ASV507.9	1894	ASV507.11	1894	1000	true	true
BASE_00008046	3453	1	ASV387.0	3453		0	1000	false	true
BASE_00008047	13770	1	ASV387.0	13770		0	1377	false	true
BASE_00008048	1343	1	ASV487.10	1343		0	1000	false	true
BASE_00008049	1424	2	ASV507.9	1417	ASV507.11	1417	1000	true	true
BASE_00008050	1616	3	ASV507.3	1616	ASV507.1	1616	1000	true	true
BASE_00008051	1658	3	ASV507.0	1658	ASV507.3	1643	1000	true	true
BASE_00008052	1128	1	ASV406.4	1128		0	1000	false	true
BASE_00008053	2975	1	ASV300.8	2975		0	1000	false	true
BASE_00008054	1744	2	ASV507.11	1744	ASV507.9	1741	1000	true	true
BASE_00008055	7958	2	ASV150.14	7958	ASV102.10	7958	1000	true	true
BASE_00008056	234388	1	ASV149.0	234388		0	23438	false	true
BASE_00008057	2371	3	ASV507.3	2371	ASV507.1	2371	1000	true	true
BASE_00008058	4865	2	ASV507.9	4865	ASV507.11	4865	1000	true	true
BASE_00008059	1157	3	ASV507.3	1157	ASV507.1	1157	1000	true	true
BASE_00008060	2639	1	ASV487.10	2443		0	1000	false	true
BASE_00008061	2090	1	ASV300.8	2090		0	1000	false	true
BASE_00008062	1309	1	ASV579.0	1309		0	1000	false	true
BASE_00008063	5905	1	ASV387.0	5905		0	1000	false	true
BASE_00008064	9313	1	ASV387.0	9313		0	1000	false	true
BASE_00008065	1404	1	ASV579.0	1404		0	1000	false	true
BASE_00008066	1300	1	ASV507.11	809		0	1000	false	true
BASE_00008067	1194	1	ASV426.8	1194		0	1000	false	true
BASE_00008068	1040	3	ASV507.3	1040	ASV507.1	1040	1000	true	true
BASE_00008069	3347	1	ASV387.0	3347		0	1000	false	true
BASE_00008070	1069	1	ASV487.10	1069		0	1000	false	true
BASE_00008071	1716	1	ASV102.10	1716		0	1000	false	true
BASE_00008072	1169	2	ASV153.8	950	ASV102.10	950	1000	false	true
BASE_00008073	1147	2	ASV486.6	1147	ASV476.8	1147	1000	true	true
BASE_00008074	5692	2	ASV153.8	5692	ASV102.10	5692	1000	true	true
BASE_00008075	1044	1	ASV579.0	1044		0	1000	false	true
BASE_00008076	1631	1	ASV487.10	1631		0	1000	false	true
BASE_00008077	1146	1	ASV399.6	1146		0	1000	false	true
BASE_00008078	1158	2	ASV476.8	1158	ASV486.6	1132	1000	true	true
BASE_00008079	2432	1	ASV387.0	2414		0	1000	false	true
BASE_00008080	5466	1	ASV387.0	5466		0	1000	false	true
BASE_00008081	1484	2	ASV153.8	1484	ASV102.10	1484	1000	true	true
BASE_00008082	1482	3	ASV507.3	1482	ASV507.9	1440	1000	true	true
BASE_00008083	1274	1	ASV102.10	1274		0	1000	false	true
BASE_00008084	1208	2	ASV486.6	1208	ASV476.8	1208	1000	true	true
BASE_00008085	1008	2	ASV486.6	1008	ASV476.8	1008	1000	true	true
BASE_00008086	1353	2	ASV507.9	1353	ASV507.11	1353	1000	true	true
BASE_00008087	2387	1	ASV507.11	2356		0	1000	false	true
BASE_00008088	2866	2	ASV507.9	2837	ASV507.11	2837	1000	true	true
BASE_00008089	2949	2	ASV153.8	2949	ASV102.10	2949	1000	true	true
BASE_00008090	2853	1	ASV102.10	2853		0	1000	false	true
BASE_00008091	2085	1	ASV487.10	2085		0	1000	false	true
BASE_00008092	3997	1	ASV487.10	3997		0	1000	false	true
BASE_00008093	1459	2	ASV507.11	1456	ASV507.9	1074	1000	true	true
BASE_00008094	1263	1	ASV579.0	1263		0	1000	false	true
BASE_00008095	1022	1	ASV300.8	1014		0	1000	false	true
BASE_00008096	3321	2	ASV153.8	3321	ASV102.10	3321	1000	true	true
BASE_00008097	3441	1	ASV102.10	3441		0	1000	false	true
BASE_00008098	2077	1	ASV507.11	2077		0	1000	false	true
BASE_00008099	2948	1	ASV507.1	2927		0	1000	false	true
BASE_00008100	1505	2	ASV486.6	1505	ASV476.8	1489	1000	true	true
BASE_00008101	4240	1	ASV387.0	4240		0	1000	false	true
BASE_00008102	1390	2	ASV153.8	1390	ASV102.10	1390	1000	true	true
BASE_00008103	1012	2	ASV507.1	984	ASV507.3	975	1000	false	true
BASE_00008104	2607	1	ASV300.8	2607		0	1000	false	true
BASE_00008105	1435	1	ASV579.0	1435		0	1000	false	true
BASE_00008106	2139	2	ASV153.8	2139	ASV102.10	2139	1000	true	true
BASE_00008107	1508	2	ASV486.6	1508	ASV476.8	1508	1000	true	true
BASE_00008108	3063	2	ASV507.11	3063	ASV507.9	3029	1000	true	true
BASE_00008109	1030	1	ASV507.9	1030		0	1000	false	true
BASE_00008110	7801	1	ASV102.10	7801		0	1000	false	true
BASE_00008111	2476	2	ASV153.8	2476	ASV102.10	2476	1000	true	true
BASE_00008112	1175	3	ASV507.3	959	ASV507.1	959	1000	false	true
BASE_00008113	1614	2	ASV153.8	1614	ASV102.10	1614	1000	true	true
BASE_00008114	3885	1	ASV387.0	3885		0	1000	false	true
BASE_00008115	1078	1	ASV387.0	1078		0	1000	false	true
BASE_00008116	1258	1	ASV487.10	1258		0	1000	false	true
BASE_00008117	1586	2	ASV153.8	1586	ASV102.10	1586	1000	true	true
BASE_00008118	1250	1	ASV102.10	1250		0	1000	false	true
BASE_00008119	1129	3	ASV507.3	1129	ASV507.1	1129	1000	true	true
BASE_00008120	6888	1	ASV387.0	6735		0	1000	false	true
BASE_00008121	1950	2	ASV153.8	1949	ASV102.10	1949	1000	true	true
BASE_00008122	4502	1	ASV102.10	4502		0	1000	false	true
BASE_00008123	1069	1	ASV579.0	1069		0	1000	false	true
BASE_00008124	1585	2	ASV507.1	1585	ASV507.3	1101	1000	true	true
BASE_00008125	1018	2	ASV486.6	1018	ASV476.8	1018	1000	true	true
BASE_00008126	9086	3	ASV150.14	8819	ASV102.10	8819	1000	true	true
BASE_00008127	1483	2	ASV153.8	1483	ASV102.10	1483	1000	true	true
BASE_00008128	2293	2	ASV153.8	2284	ASV102.10	2284	1000	true	true
BASE_00008129	1724	1	ASV387.0	1724		0	1000	false	true
BASE_00008130	1853	1	ASV487.10	1853		0	1000	false	true
BASE_00008131	1392	2	ASV153.8	1392	ASV102.10	1392	1000	true	true
BASE_00008132	3477	1	ASV487.10	3477		0	1000	false	true
BASE_00008133	1415	3	ASV507.1	1415	ASV507.0	1402	1000	true	true
BASE_00008134	1212	1	ASV579.0	1212		0	1000	false	true
BASE_00008135	2038	1	ASV102.10	1621		0	1000	false	true
BASE_00008136	3204	1	ASV487.10	3204		0	1000	false	true
BASE_00008137	1390	1	ASV487.10	1390		0	1000	false	true
BASE_00008138	1370	1	ASV300.8	1370		0	1000	false	true
BASE_00008139	1147	2	ASV507.9	1147	ASV507.11	1147	1000	true	true
BASE_00008140	1916	2	ASV153.8	1916	ASV102.10	1916	1000	true	true
BASE_00008141	1116	1	ASV300.8	1038		0	1000	false	true
BASE_00008142	1689	1	ASV487.10	1689		0	1000	false	true
BASE_00008143	3111	1	ASV507.11	3111		0	1000	false	true
BASE_00008144	12749	2	ASV150.14	12749	ASV102.10	12749	1274	true	true
BASE_00008145	1090	2	ASV507.9	1090	ASV507.11	1090	1000	true	true
BASE_00008146	1229	1	ASV579.0	1226		0	1000	false	true
BASE_00008147	2751	1	ASV102.10	2751		0	1000	false	true
BASE_00008148	7950	1	ASV487.10	7950		0	1000	false	true
BASE_00008149	4672	2	ASV150.14	4672	ASV102.10	4672	1000	true	true
BASE_00008150	2828	1	ASV507.11	2828		0	1000	false	true
BASE_00008151	1402	1	ASV487.10	1402		0	1000	false	true
BASE_00008152	2297	1	ASV300.8	2297		0	1000	false	true
BASE_00008153	2958	1	ASV387.0	2958		0	1000	false	true
BASE_00008154	1644	2	ASV507.11	1644	ASV507.9	1639	1000	true	true
BASE_00008155	1120	1	ASV149.0	1095		0	1000	false	true
BASE_00008156	1180	2	ASV507.11	1180	ASV507.9	1139	1000	true	true
BASE_00008157	1458	1	ASV300.8	1458		0	1000	false	true
BASE_00008158	1084	1	ASV486.6	1084		0	1000	false	true
BASE_00008159	2600	2	ASV102.10	2377	ASV153.8	2358	1000	true	true
BASE_00008160	1455	2	ASV507.1	1455	ASV507.3	1178	1000	true	true
BASE_00008161	3721	1	ASV102.10	3721		0	1000	false	true
BASE_00008162	1353	1	ASV300.8	1341		0	1000	false	true
BASE_00008163	1485	2	ASV153.8	1485	ASV102.10	1485	1000	true	true
BASE_00008164	3064	2	ASV486.6	3064	ASV476.8	3064	1000	true	true
BASE_00008165	1085	2	ASV102.10	1085	ASV153.8	1084	1000	true	true
BASE_00008166	1273	1	ASV507.1	1273		0	1000	false	true
BASE_00008167	1113	1	ASV487.10	1113		0	1000	false	true
BASE_00008168	1886	2	ASV476.8	1886	ASV486.6	1870	1000	true	true
BASE_00008169	4324	1	ASV387.0	4324		0	1000	false	true
BASE_00008170	3204	1	ASV487.10	3204		0	1000	false	true
BASE_00008171	1061	1	ASV436.0	1061		0	1000	false	true
BASE_00008172	1342	1	ASV487.10	1342		0	1000	false	true
BASE_00008173	1178	1	ASV150.14	1178		0	1000	false	true
BASE_00008174	1918	2	ASV486.6	949	ASV476.8	949	1000	false	true
BASE_00008175	2825	3	ASV507.1	1885	ASV507.0	1885	1000	true	true
BASE_00008176	2580	1	ASV102.10	2580		0	1000	false	true
BASE_00008177	1839	2	ASV102.10	1839	ASV153.8	1828	1000	true	true
BASE_00008178	1110	1	ASV300.8	1110		0	1000	false	true
BASE_00008179	2830	2	ASV153.8	2830	ASV102.10	2830	1000	true	true
BASE_00008180	1617	2	ASV476.8	1617	ASV486.6	1581	1000	true	true
BASE_00008181	1179	2	ASV507.9	1179	ASV507.11	1179	1000	true	true
BASE_00008182	1338	1	ASV102.10	1338		0	1000	false	true
BASE_00008183	1297	2	ASV507.1	1297	ASV507.3	1257	1000	true	true
BASE_00008184	1418	1	ASV487.10	1418		0	1000	false	true
BASE_00008185	1366	2	ASV153.8	1366	ASV102.10	1366	1000	true	true
BASE_00008186	3199	1	ASV387.0	3199		0	1000	false	true
BASE_00008187	2555	1	ASV300.8	2555		0	1000	false	true
BASE_00008188	1449	2	ASV486.6	1449	ASV476.8	1449	1000	true	true
BASE_00008189	1195	3	ASV507.0	1195	ASV507.3	1187	1000	true	true
BASE_00008190	3495	4	ASV507.11	2093	ASV507.9	2087	1000	true	true
BASE_00008191	1224	1	ASV487.10	1224		0	1000	false	true
BASE_00008192	4305	1	ASV487.10	4305		0	1000	false	true
BASE_00008193	1052	1	ASV102.10	1021		0	1000	false	true
BASE_00008194	3074	2	ASV153.8	3074	ASV102.10	3074	1000	true	true
BASE_00008195	4281	1	ASV487.10	4281		0	1000	false	true
BASE_00008196	2287	1	ASV387.0	2287		0	1000	false	true
BASE_00008197	2505	1	ASV487.10	2505		0	1000	false	true
BASE_00008198	1981	2	ASV486.6	1981	ASV476.8	1981	1000	true	true
BASE_00008199	1569	2	ASV507.1	1569	ASV507.3	1561	1000	true	true
BASE_00008200	2856	2	ASV153.8	2856	ASV102.10	2437	1000	true	true
BASE_00008201	2054	1	ASV300.8	2054		0	1000	false	true
BASE_00008202	1022	1	ASV476.8	1022		0	1000	false	true
BASE_00008203	4272	2	ASV153.8	4272	ASV102.10	4272	1000	true	true
BASE_00008204	1400	1	ASV300.8	1400		0	1000	false	true
BASE_00008205	1034	1	ASV406.4	1034		0	1000	false	true
BASE_00008206	8195	1	ASV387.0	8195		0	1000	false	true
BASE_00008207	1211	2	ASV507.9	1201	ASV507.11	1201	1000	true	true
BASE_00008208	1067	1	ASV456.0	1067		0	1000	false	true
BASE_00008209	5486	1	ASV487.10	5480		0	1000	false	true
BASE_00008210	1326	2	ASV507.11	1326	ASV507.9	1308	1000	true	true
BASE_00008211	1042	1	ASV399.6	1042		0	1000	false	true
BASE_00008212	1799	2	ASV153.8	1799	ASV102.10	1799	1000	true	true
BASE_00008213	2021	1	ASV507.1	1992		0	1000	false	true
BASE_00008214	4679	1	ASV487.10	4679		0	1000	false	true
BASE_00008215	2794	1	ASV487.10	2794		0	1000	false	true
BASE_00008216	3500	1	ASV102.10	3500		0	1000	false	true
BASE_00008217	1516	1	ASV300.8	1516		0	1000	false	true
BASE_00008218	1008	1	ASV300.8	1008		0	1000	false	true
BASE_00008219	1843	1	ASV387.0	1843		0	1000	false	true
BASE_00008220	1007	1	ASV579.0	1007		0	1000	false	true
BASE_00008221	1350	2	ASV102.10	1350	ASV153.8	1330	1000	true	true
BASE_00008222	1628	1	ASV507.11	1628		0	1000	false	true
BASE_00008223	1274	1	ASV102.10	1274		0	1000	false	true
BASE_00008224	1997	1	ASV300.8	1997		0	1000	false	true
BASE_00008225	1224	1	ASV300.8	1224		0	1000	false	true
BASE_00008226	3141	2	ASV486.6	3141	ASV476.8	3141	1000	true	true
BASE_00008227	2466	2	ASV507.3	2466	ASV507.1	2466	1000	true	true
BASE_00008228	3958	1	ASV387.0	3958		0	1000	false	true
BASE_00008229	1175	2	ASV153.8	1175	ASV102.10	1175	1000	true	true
BASE_00008230	1094	2	ASV486.6	1094	ASV476.8	1094	1000	true	true
BASE_00008231	1031	1	ASV406.4	1031		0	1000	false	true
BASE_00008232	2730	1	ASV487.10	2730		0	1000	false	true
BASE_00008233	1873	2	ASV507.3	1873	ASV507.1	1873	1000	true	true
BASE_00008234	1536	2	ASV507.9	1536	ASV507.11	1536	1000	true	true
BASE_00008235	3949	5	ASV507.3	3949	ASV456.0	3949	1000	true	true
BASE_00008236	1293	1	ASV300.8	1293		0	1000	false	true
BASE_00008237	1517	1	ASV507.1	1250		0	1000	false	true
BASE_00008238	2340	1	ASV487.10	2340		0	1000	false	true
BASE_00008239	2999	2	ASV507.3	2999	ASV507.1	2951	1000	true	true
BASE_00008240	1090	1	ASV266.11	1090		0	1000	false	true
BASE_00008241	1842	1	ASV399.6	970		0	1000	false	true
BASE_00008242	1052	1	ASV300.8	1052		0	1000	false	true
BASE_00008243	1034	2	ASV486.6	1034	ASV476.8	1034	1000	true	true
BASE_00008244	2326	2	ASV486.6	2326	ASV476.8	2326	1000	true	true
BASE_00008245	1170	2	ASV507.9	1170	ASV507.11	1156	1000	true	true
BASE_00008246	1052	1	ASV399.6	1052		0	1000	false	true
BASE_00008247	1441	1	ASV579.0	1441		0	1000	false	true
BASE_00008248	1028	1	ASV300.8	1028		0	1000	false	true
BASE_00008249	1461	1	ASV579.0	1461		0	1000	false	true
BASE_00008250	1361	2	ASV507.9	1361	ASV507.3	1085	1000	true	true
BASE_00008251	1241	1	ASV300.8	1241		0	1000	false	true
BASE_00008252	1043	1	ASV387.0	1043		0	1000	false	true
BASE_00008253	2115	1	ASV102.10	2026		0	1000	false	true
BASE_00008254	1701	1	ASV487.10	1681		0	1000	false	true
BASE_00008255	1287	1	ASV579.0	1287		0	1000	false	true
BASE_00008256	4846	1	ASV487.10	4846		0	1000	false	true
BASE_00008257	2225	1	ASV579.0	2225		0	1000	false	true
BASE_00008258	1609	2	ASV153.8	1609	ASV102.10	1609	1000	true	true
BASE_00008259	1032	1	ASV300.8	1032		0	1000	false	true
BASE_00008260	1283	1	ASV487.10	1283		0	1000	false	true
BASE_00008261	2666	1	ASV300.8	2666		0	1000	false	true
BASE_00008262	1816	2	ASV507.1	1757	ASV507.3	1479	1000	true	true
BASE_00008263	1141	1	ASV300.2	1141		0	1000	false	true
BASE_00008264	1286	3	ASV507.0	1092	ASV507.1	942	1000	false	true
BASE_00008265	1133	1	ASV300.8	1133		0	1000	false	true
BASE_00008266	2372	1	ASV102.10	2372		0	1000	false	true
BASE_00008267	1449	2	ASV507.9	1449	ASV507.11	1449	1000	true	true
BASE_00008268	1404	1	ASV487.10	1404		0	1000	false	true
BASE_00008269	1513	1	ASV476.8	1513		0	1000	false	true
BASE_00008270	3354	1	ASV300.8	3354		0	1000	false	true
BASE_00008271	3922	1	ASV387.0	3922		0	1000	false	true
BASE_00008272	1073	2	ASV153.8	982	ASV102.10	982	1000	false	true
BASE_00008273	1351	2	ASV507.11	1351	ASV507.9	1170	1000	true	true
BASE_00008274	3981	1	ASV487.10	3981		0	1000	false	true
BASE_00008275	1845	1	ASV300.8	1845		0	1000	false	true
BASE_00008276	1234	3	ASV507.3	1234	ASV507.1	1234	1000	true	true
BASE_00008277	2179	2	vASV57.0	2179	hvASV35.2	2082	1000	true	true
BASE_00008278	1033	2	ASV153.8	1033	ASV102.10	1033	1000	true	true
BASE_00008279	1831	1	ASV387.0	1652		0	1000	false	true
BASE_00008280	1625	1	ASV300.8	1625		0	1000	false	true
BASE_00008281	2836	1	ASV387.0	2836		0	1000	false	true
BASE_00008282	1813	1	ASV102.10	1813		0	1000	false	true
BASE_00008283	1714	1	ASV579.0	1714		0	1000	false	true
BASE_00008284	2658	2	ASV102.10	2658	ASV153.8	2654	1000	true	true
BASE_00008285	1148	3	ASV507.3	1148	ASV507.1	1148	1000	true	true
BASE_00008286	3537	1	ASV102.10	3537		0	1000	false	true
BASE_00008287	1549	2	ASV507.9	1549	ASV507.11	1549	1000	true	true
BASE_00008288	9443	1	ASV487.10	9443		0	1000	false	true
BASE_00008289	1473	2	ASV153.8	1473	ASV102.10	1473	1000	true	true
BASE_00008290	3168	2	ASV153.8	3168	ASV102.10	3168	1000	true	true
BASE_00008291	1296	1	ASV300.8	1296		0	1000	false	true
BASE_00008292	1042	2	ASV507.0	1042	ASV507.1	1032	1000	true	true
BASE_00008293	1737	2	ASV153.8	1737	ASV102.10	1737	1000	true	true
BASE_00008294	1192	1	ASV102.10	1192		0	1000	false	true
BASE_00008295	1707	2	ASV507.1	1707	ASV507.0	1707	1000	true	true
BASE_00008296	1901	1	ASV387.0	1718		0	1000	false	true
BASE_00008297	1858	2	ASV507.1	1858	ASV507.3	1812	1000	true	true
BASE_00008298	1713	1	ASV300.8	1713		0	1000	false	true
BASE_00008299	1556	2	ASV507.9	1556	ASV507.11	1556	1000	true	true
BASE_00008300	1123	1	ASV507.9	1057		0	1000	false	true
BASE_00008301	1121	1	ASV300.8	1121		0	1000	false	true
BASE_00008302	8155	1	ASV487.10	8150		0	1000	false	true
BASE_00008303	1071	2	ASV102.10	1071	ASV153.8	1067	1000	true	true
BASE_00008304	5127	1	ASV387.0	5127		0	1000	false	true
BASE_00008305	1285	1	ASV487.10	1264		0	1000	false	true
BASE_00008306	1582	2	ASV507.1	1582	ASV507.11	1367	1000	true	true
BASE_00008307	1430	1	ASV300.8	1430		0	1000	false	true
BASE_00008308	2032	2	ASV153.8	2032	ASV102.10	2032	1000	true	true
BASE_00008309	3568	1	ASV487.10	3568		0	1000	false	true
BASE_00008310	1023	1	ASV507.11	1023		0	1000	false	true
BASE_00008311	1034	2	ASV486.6	1034	ASV476.8	1034	1000	true	true
BASE_00008312	1420	1	ASV476.8	1420		0	1000	false	true
BASE_00008313	9172	1	ASV487.10	9172		0	1000	false	true
BASE_00008314	4840	1	ASV487.10	4840		0	1000	false	true
BASE_00008315	1148	1	ASV507.11	1148		0	1000	false	true
BASE_00008316	1095	2	ASV476.8	1095	ASV486.6	1086	1000	true	true
BASE_00008317	2029	1	ASV300.8	2029		0	1000	false	true
BASE_00008318	1055	1	ASV102.10	1055		0	1000	false	true
BASE_00008319	1244	1	ASV102.10	1244		0	1000	false	true
BASE_00008320	1097	2	ASV153.8	1097	ASV102.10	1097	1000	true	true
BASE_00008321	3104	1	ASV300.8	3104		0	1000	false	true
BASE_00008322	3330	1	ASV102.10	3330		0	1000	false	true
BASE_00008323	1922	2	ASV153.8	1922	ASV102.10	1922	1000	true	true
BASE_00008324	2069	1	ASV387.0	2069		0	1000	false	true
BASE_00008325	1141	2	ASV486.6	1141	ASV476.8	1141	1000	true	true
BASE_00008326	1880	3	ASV507.3	1880	ASV507.0	1880	1000	true	true
BASE_00008327	2988	2	ASV153.8	2988	ASV102.10	2988	1000	true	true
BASE_00008328	3334	1	ASV487.10	3334		0	1000	false	true
BASE_00008329	1983	1	ASV476.8	1983		0	1000	false	true
BASE_00008330	4521	2	ASV153.8	4521	ASV102.10	4521	1000	true	true
BASE_00008331	1502	1	ASV406.4	1502		0	1000	false	true
BASE_00008332	1002	1	ASV406.4	1002		0	1000	false	true
BASE_00008333	2297	2	ASV153.8	2297	ASV102.10	2297	1000	true	true
BASE_00008334	16169	5	ASV507.3	16010	ASV507.1	15995	1616	true	true
BASE_00008335	2542	2	ASV486.6	2542	ASV476.8	2542	1000	true	true
BASE_00008336	1204	1	ASV102.10	1204		0	1000	false	true
BASE_00008337	1139	2	ASV507.0	1139	ASV507.1	1135	1000	true	true
BASE_00008338	2233	2	ASV153.8	1815	ASV102.10	1815	1000	true	true
BASE_00008339	1571	1	ASV387.0	1571		0	1000	false	true
BASE_00008340	1008	1	ASV399.6	1008		0	1000	false	true
BASE_00008341	2308	1	ASV436.0	2308		0	1000	false	true
BASE_00008342	1196	2	ASV476.8	1196	ASV486.6	1172	1000	true	true
BASE_00008343	1767	2	ASV486.6	1767	ASV476.8	1767	1000	true	true
BASE_00008344	1117	1	ASV266.11	1117		0	1000	false	true
BASE_00008345	1156	2	ASV507.11	1075	ASV507.9	1052	1000	true	true
BASE_00008346	1926	2	ASV476.8	1926	ASV486.6	1912	1000	true	true
BASE_00008347	1686	1	hvASV2.6	1686		0	1000	false	true
BASE_00008348	18728	1	ASV149.0	18728		0	1872	false	true
BASE_00008349	1632	1	ASV102.10	1632		0	1000	false	true
BASE_00008350	2839	1	ASV487.10	2839		0	1000	false	true
BASE_00008351	1083	3	ASV99.3	1083	ASV153.8	1083	1000	true	true
BASE_00008352	3038	2	ASV486.6	3038	ASV476.8	3038	1000	true	true
BASE_00008353	4977	1	ASV487.10	4977		0	1000	false	true
BASE_00008354	1009	1	ASV476.8	1009		0	1000	false	true
BASE_00008355	3853	1	ASV102.10	3853		0	1000	false	true
BASE_00008356	1000	3	ASV507.0	932	ASV507.1	836	1000	false	true
BASE_00008357	2197	2	ASV153.8	2197	ASV102.10	2197	1000	true	true
BASE_00008358	1683	4	ASV507.3	1115	ASV507.1	1115	1000	true	true
BASE_00008359	2409	2	ASV102.10	2407	ASV153.8	2402	1000	true	true
BASE_00008360	1437	2	ASV476.8	1437	ASV486.6	1432	1000	true	true
BASE_00008361	3454	1	ASV102.10	3454		0	1000	false	true
BASE_00008362	1485	1	ASV579.0	1485		0	1000	false	true
BASE_00008363	1315	1	ASV487.10	1315		0	1000	false	true
BASE_00008364	1042	2	ASV507.9	1042	ASV507.0	629	1000	false	true
BASE_00008365	2993	2	ASV153.8	2993	ASV102.10	2993	1000	true	true
BASE_00008366	4787	1	ASV387.0	4787		0	1000	false	true
BASE_00008367	1387	1	ASV387.0	1387		0	1000	false	true
BASE_00008368	1213	2	ASV486.6	1213	ASV476.8	1213	1000	true	true
BASE_00008369	1427	2	ASV486.6	1427	ASV476.8	1427	1000	true	true
BASE_00008370	4713	1	ASV387.0	4713		0	1000	false	true
BASE_00008371	4791	1	ASV387.0	4791		0	1000	false	true
BASE_00008372	1804	2	ASV153.8	1804	ASV102.10	1804	1000	true	true
BASE_00008373	2271	1	ASV487.10	2271		0	1000	false	true
BASE_00008374	1214	1	ASV507.11	1214		0	1000	false	true
BASE_00008375	1207	2	ASV153.8	1207	ASV102.10	1207	1000	true	true
BASE_00008376	1335	1	ASV579.0	1064		0	1000	false	true
BASE_00008377	2323	1	ASV102.10	2323		0	1000	false	true
BASE_00008378	1045	2	ASV476.8	1045	ASV486.6	1034	1000	true	true
BASE_00008379	1533	3	ASV507.0	1533	ASV507.3	1379	1000	true	true
