output_id	origin	original_id	length	sequence_sha256
BASE_00006569	baseline	k141_5211	2415	ab1b8b4915f963d9eb2823afd15fcf10d9de7874e40031877513a2bca7867c0d
BASE_00006570	baseline	k141_26791	1293	35ad93e3b96daf5d8b06d1ff80fa86e3efe395999c76f5a4233488e5d9c5a9b5
BASE_00006571	baseline	k141_19589	1769	8c477c5dbc8d4be2732215c48baae30f6a1bc3141832e9ac6245a359f33765e9
BASE_00006572	baseline	k141_12851	1608	37f9e3b34009aebe928bd861286c0e58ac37c1064171aece192b4e2219191fb8
BASE_00006573	baseline	k141_5212	2467	99c741b49e3169ad075f4c57ba865c047b13a28a47f97b38873c53ad83e2c030
BASE_00006574	baseline	k141_19590	1415	454f2ff75590296b76268147435e26b5d493abedbbcfec178b9356589cdf99d4
BASE_00006575	baseline	k141_12852	1409	51c08eb56b423b2729c1d94074ae16e335bf38421394f35a4a85b3c30a3a7bc2
BASE_00006576	baseline	k141_5213	1221	1025cfa0d6f794873e11d02c68a6190418fd77019501d4e762f4117ac6035069
BASE_00006577	baseline	k141_12854	1338	6db5a7160b6d62ef3b46693cac8900996b3dc95e542909d57523abbf729a263b
BASE_00006578	baseline	k141_19594	1039	ba604471f559dfe4cc81d202b33bc504dcf4578b36490dee774026446e0b59f9
BASE_00006579	baseline	k141_12855	1053	a5f524f30a0a6d3319f072a3c75113e3316e747eb93413d07d04b86533df7767
BASE_00006580	baseline	k141_5219	1690	4807c30ce63338bdd4d3cb58db828c0adaa20a3f9a1913458ddebab9d41cca5f
BASE_00006581	baseline	k141_19598	1620	d47d047c654c85559f13d5e55e416626d306b75d01134f398a156e4b93810ad1
BASE_00006582	baseline	k141_26796	7014	acbc3bf9bbcacb8006ec6622d0d39d960c5e5ff469282f1c3439a985e03948cc
BASE_00006583	baseline	k141_26797	1030	d2861968f228e59fa79e9873d834612ab5ceabd50ec313f61b2cd7717eab863a
BASE_00006584	baseline	k141_12856	4974	d32992125c40dbcaa6a50036982fcd7fb820ad1028ccb7c80aa02a21e64a500a
BASE_00006585	baseline	k141_26800	1642	d27eb9a8846dbd3010c4ad5212dfeb421a98440aaf38fe5f6d9b09b445ea492d
BASE_00006586	baseline	k141_5226	1512	11a375391de3dbd1db5d8daf62d045d4527d895bb1dcb9aa96b1b30bd17e75a4
BASE_00006587	baseline	k141_26801	1630	aee032498bcbc36991d4d6dba3a6cd1e5a63ca16fb6e5f2f3e16429745086220
BASE_00006588	baseline	k141_5228	1838	d627b4720ace53578fbbe192e185f651b70897ce9920ca6feb033dcfbf8a717a
BASE_00006589	baseline	k141_19600	6667	21fae362de41b578a543822b744d2e472229a1fe25b52094690b31f166b4f426
BASE_00006590	baseline	k141_26803	1953	3d8ffd97cadb66c21245d47798880c2cdb8f86b96e28339454a19dd6d347c62b
BASE_00006591	baseline	k141_19601	1237	a0940228b12c02ee72e3d2c91be793a8bb25a0d6836ed2f042ae6d14d3702765
BASE_00006592	baseline	k141_19602	2026	fbb548c19b2d3c2cee8f341e5b14898464a0df7c9c62fa741400a2aaa9b6b790
BASE_00006593	baseline	k141_19603	1030	53738933c764316c66001b30417ea0f95ab51bf9223767cbb03374cb3929ac87
BASE_00006594	baseline	k141_12865	5252	83a0b9ec1ba5a1bb6ed93d05e08497dfff62a7838cc9132ba53aad23ecd70296
BASE_00006595	baseline	k141_5239	1002	59b6061876b31fe370d10cc9cd2e3365bf49514546d0c301c339f4e04eadbd1f
BASE_00006596	baseline	k141_5240	1027	ce2a47bb8503fb3cf9bdfbe104ccd9130c5088a29c186e168cfd717325442320
BASE_00006597	baseline	k141_26812	1135	b07cba161838df3857d161c53bd75180743dd01f667448aaab1a5733bde618cd
BASE_00006598	baseline	k141_12866	2063	76bd670261118a7f0211928935cd6fa1ccdd27462b0e5b2922f8401a7f02ff1c
BASE_00006599	baseline	k141_19607	1142	3bd2bb370c46cf59b1f26829096548081289fa94dac875e1d8f5a0a212a6b11e
BASE_00006600	baseline	k141_5241	1945	c3a0ef03956c4f85bcb2fd944c1044d2d44ebdcb98c3541db20a3b6c3b50645e
BASE_00006601	baseline	k141_12870	1607	839f3785e3c81553b5ad4a97da78b18a55a40cbee5f2bbb5b49d6952a7022941
BASE_00006602	baseline	k141_5245	1257	edcc682d3a33861ee68854207c76d453185cbd0b35c1e9d81732ab2858ebd244
BASE_00006603	baseline	k141_19612	1609	64d41ceb3066c17f76ec50a1970bdc3a1bd1c8fa210f0cc6afd72ba292cb4df9
BASE_00006604	baseline	k141_5247	1720	76777c12e7b45fc871334286aa716bf2c803686173fa894d91ef983b88b59a7f
BASE_00006605	baseline	k141_26823	1066	07d6a6a41af46f2cd4c11866eb9d793dcf1b61d51eaa1d6bc605764db0066f9e
BASE_00006606	baseline	k141_19614	1192	ee0ee9d0283f84732c013e747b7a35250d4753f2d4df4ca2f58d2831a933730b
BASE_00006607	baseline	k141_12876	1336	243493df6b219a134ffff82e5325ebd3c4f64c99ba3581d9aef011fbc9d2f893
BASE_00006608	baseline	k141_12882	1023	c21cfe281f6b9f6195896eea3ca68d33bf1b134e527ab7800cef150ce52d8caf
BASE_00006609	baseline	k141_5252	3593	7d0f1f0b7db37975044b4990417f9adced5f445c1848e8606b2fba64a691b700
BASE_00006610	baseline	k141_26830	1940	56cbfed309d02ab2c6c13ae5b42dc56f8af5bc378cfe2ff97c02ec20f2314d45
BASE_00006611	baseline	k141_5254	1831	f0658802d2e566bbd3ab64224fd301dc53cdbcbefe648fd442cc634afcc693ab
BASE_00006612	baseline	k141_12887	2522	c16308d15da546f2f19ec84f3bf1883bf544566df07e1bc5227b97fec2992f14
BASE_00006613	baseline	k141_5256	1166	4e5c74622728222dce49106e11883cc8359fbec6486879a35bb2cf53665d5a56
BASE_00006614	baseline	k141_19629	1475	70ae33d63cee61485fbf9f90d6b8336dbaac543c3c06098aa852fa43266261ac
BASE_00006615	baseline	k141_12889	2103	fc98ecdcf0d27f92bf3ae42cbf3598a8cfacbc4a10c199cf5eaecec695ec39dd
BASE_00006616	baseline	k141_26832	4869	29985710542fa14a85cba88382c1b52738e6d387895d15d5f3f65c2b03c0b27e
BASE_00006617	baseline	k141_5259	1708	37132f7da83f54fe77eeb3e9ca7375cbe33fc21e9d41a3b6547313c090554e70
BASE_00006618	baseline	k141_19635	1693	909a03082b91015e5a49821ca19ae1642d1525cd25583c0aaca26cb541b60023
BASE_00006619	baseline	k141_26837	1099	087ef358ec0e8ec588fd41aea0d4296a127bcbc5e1167bcecd59bfd43672e40e
BASE_00006620	baseline	k141_5260	3708	7440c734193d3358a8a56e814d2d164ca5c96de908c3e868c5cca7f77e2a7d52
BASE_00006621	baseline	k141_12898	1823	c6b0b8affa0e55daaf3d79aa50466594dc19d145796b2c6952a295a5d32da5fb
BASE_00006622	baseline	k141_26846	1545	a1fc654a2104741ce1781b71cc14f089893bf3b979204cdb3950fd283794984c
BASE_00006623	baseline	k141_12902	1648	8f96844b626ce1d6bb8c08bdd6f2e378202c5ec373e70defc93347e01b856a8d
BASE_00006624	baseline	k141_5266	1291	2ffcc115788fe2c84f02cd18df892a245a327682c978726507f72744f74af493
BASE_00006625	baseline	k141_26848	1142	4877c33c352ca2b3f9b0928015aee899c0e5df7c6ec8faeb2853e58499092c27
BASE_00006626	baseline	k141_5267	3665	d842660d390b1721b21310b8284898099b2eefa125cf691307a22c619719514e
BASE_00006627	baseline	k141_26849	2939	49c70862bebdffab797befa8b4d368f8ca7fba6a00ed02073077b973f122c46a
BASE_00006628	baseline	k141_12906	2360	34fb18923ec2567d3e0461e0da42920bc13b137551c3365e7f59ad06747f10e3
BASE_00006629	baseline	k141_19639	8094	fc16244981ed9de391f6ffef225b7e7b93ff33378ffa815a8f3b47ca4f7f5088
BASE_00006630	baseline	k141_12907	1183	b749e64b8f9f6757fd9633c4696fd5f0add8bba91f9eb79a59f956d620e478f9
BASE_00006631	baseline	k141_26850	2814	387feb5ca295093ad2dd44ac3ba491d9907850b1e6f6156a2d1806ad915919ff
BASE_00006632	baseline	k141_5272	1359	9693ebdf8d5318d03af0e1a561f6ca1f9c12409813c2d197097eea03b3dab6f9
BASE_00006633	baseline	k141_12909	2718	ac74f347a8451cfd13ac1db460dc6345ee8234b74bb25fb0e6c36d8fbf8ca405
BASE_00006634	baseline	k141_5273	1043	40e113e0976fca7b33c16d32674a326f666fdb750b4dc0209543095693af7cd9
BASE_00006635	baseline	k141_26853	1539	bcc4ab7b782ea14e68b98c2eb91e76371267297940363f5eb957fdfb691f6c1d
BASE_00006636	baseline	k141_12911	1182	03d9be154d6cc174a1442fdc91a4c0f9d156480d63679b938ccf3b3a4a6d8f61
BASE_00006637	baseline	k141_5274	2251	882f63321139a1e98a4cf0d7eac620a53a153ea4c31a0ce2d15565a9de142ed2
BASE_00006638	baseline	k141_19642	5165	d5687e41cbe1fa3755aa9ecd7332a86b4987fa08647d3a3be560a17b867201dd
BASE_00006639	baseline	k141_26855	1425	6679e43d421bc6f31952fe28054523ceb0790d46408ca661beb13379e909c6b1
BASE_00006640	baseline	k141_12913	1214	8724ac38411de415ea2c57aa885c5ead256d1a0ada25082a1375923628ca3969
BASE_00006641	baseline	k141_19643	1424	7239509a4b784ae5cad04886039e84143c1aa6c53dde2b4947cca6aed3a3b6e1
BASE_00006642	baseline	k141_5275	2843	67b38741829f623e5fc1e7898a11b6ae6730e8e813c78aafd4fa9082f8d036de
BASE_00006643	baseline	k141_19644	2710	b1efd2f6b3ee089b10a2fd6c48b7d6d618f4c592e662353d2b988faa631564c6
BASE_00006644	baseline	k141_5278	2219	4b74cf83bb46f328bfd4fe64ca47de8074a30787119013ab88b1df80e67a7097
BASE_00006645	baseline	k141_19645	1829	ec3394573a8c334e3522cfdb50b37f88b62b89fd8e232757145ed71fe9a1ea3c
BASE_00006646	baseline	k141_5279	1221	ace98384114375168363e7becb5ab0f7d12bb408131103598344e605cf459419
BASE_00006647	baseline	k141_12924	1557	28dff1972572313be94a8a0d120fdd268c9e3c60cde5d4a925f40337b4a31909
BASE_00006648	baseline	k141_19649	1725	a5a2407e206bd688756042ee61a76ee5cb6b8a8957c3ddad7ad538b123786f7f
BASE_00006649	baseline	k141_26859	6156	3be1c2f00c8d40c417a405fec29a82881fd2355d98b32273fb3e99e5e5c010f1
BASE_00006650	baseline	k141_5283	1097	8cf4007926cf8cfb1147f61e2ff61ef9f8f03706d2b0cd4fa073c199f49cdf5a
BASE_00006651	baseline	k141_19651	1111	83db5cd0effa752773b4a70c06c72a0d7ce3e6245283d48ed0d0fc6138c4f297
BASE_00006652	baseline	k141_12928	1307	0b272f2320c7ef902bafca30ce8749f8867604bdde7dcf5eb6ef1fb37417aecb
BASE_00006653	baseline	k141_19652	1228	19d9c3b472b62a5144503bd230bc2bb6cd0c5ff86d55bf8049a7cb0e70a7c1f5
BASE_00006654	baseline	k141_26862	2937	2903bc529c3bbaa0e023e2eeb9e4bd7275550e497159636b6a28b075d5935a1b
BASE_00006655	baseline	k141_12931	1754	978eb06fea3b06986d5f2e22919506ed09202f9b0fd90c25335a37d254b8a5ac
BASE_00006656	baseline	k141_19654	1537	13b42b0551ceb8c9718c8917060ef0da7912b266bb950d4227754260a05c4db2
BASE_00006657	baseline	k141_5290	1776	3c1da2f2174aed07656954be54c2ec9916e454b119a95c17e93485480f6e1d29
BASE_00006658	baseline	k141_26864	1005	a9754d5d7735b6024ac44e80e98bf538e4fed618fbc847197b35fd0fa62ed6c1
BASE_00006659	baseline	k141_12932	1396	e415e975ef60eef7dfdef02ae2ccfb22ae642cb9713450c553269fcf95a516ac
BASE_00006660	baseline	k141_26865	1141	b6e07dca3885d371f6793c8fa25daf9057ac395fd8698f188f67f7d0b629d18f
BASE_00006661	baseline	k141_5291	3016	8fe8d6de986e4ce709b5d32690c39c4c9ed7ee56170e7115d8ed2e89c82c9f1c
BASE_00006662	baseline	k141_26868	1036	14b2659c00450eb6f60da528351f542e168540db9f70334b8cc823fa4a25fd86
BASE_00006663	baseline	k141_19659	2236	df7f87347044a2cbf7127e4fc58fce05cbb18d78cb58cf906298c93fc6c372e0
BASE_00006664	baseline	k141_12934	3761	148673213e72fd222eaeb5b2654417133e80cf20dd8d792657db03ddec51fdbd
BASE_00006665	baseline	k141_26873	1207	645ca29d22e70bcb1f8d4708259ac38c8a04663b109e16c5b0b9617517de3a77
BASE_00006666	baseline	k141_19662	1631	d1fa97d0266d47693917b867de8ab9d67e91a9a4a3bcd02c8b7347e00e03b515
BASE_00006667	baseline	k141_19663	1047	c2d9b287d44ae6acbb57efe4793740046a7d342338c35e0b39f6ccae8b99dc36
BASE_00006668	baseline	k141_19665	1445	928fdf07ad862b027add969c29d3b22064588e727a1c93509b030404f914a3fa
BASE_00006669	baseline	k141_26877	2508	7ce7d4a475956d15dc65a9dca18508a6967e8bfe370be151baa1463cfe56f63d
BASE_00006670	baseline	k141_19667	1288	c1ff6ccec0cac18204261f58b3dc1714bac1ceb9bda1adec2f73a27fdce0bf40
BASE_00006671	baseline	k141_12937	5530	ca9dee0a7eae4199c6879201bec879ebb4a2cdad014e35a2604d71b630c36af2
BASE_00006672	baseline	k141_19669	1286	3bb16db2dafbb59830c9ecbdcc416022ed9017ab1cd2dc727015ece7c99fe969
BASE_00006673	baseline	k141_12939	1011	eadd7719625966d5a57aec11c0620da00b87d129db985de9eb4fb1d89331d3a3
BASE_00006674	baseline	k141_26880	3133	7da8870cabd97c1770579615ba6a013a94bcc5e14517cb6b43da89506fe05629
BASE_00006675	baseline	k141_12946	1474	1e7d2b3f1d0fc322dbe7bf1afe0f1cfa1d7a2f8519398845ae4aa5240d6ff402
BASE_00006676	baseline	k141_19673	2615	ea33bc85ae2755c8c44439ea4da71d67a344151c93cba12c42efdd4ddb0d93c6
BASE_00006677	baseline	k141_19676	1342	fa6e6c016a1e6305360589b875060b789861e1f3fae57366101e36ae215c81ce
BASE_00006678	baseline	k141_12951	3296	054d8c94acb5d96c0c4efd3a6419b7c66a838f713888faf9640f1eb488561119
BASE_00006679	baseline	k141_26888	3907	3ec10451969af7cd7508c9ef2cfed466c6e03a560e348ceb05a1d1f1084ec079
BASE_00006680	baseline	k141_12954	1024	66355f2ee727798bca894f0452ebf4d37c5da64748089cd5286bfa178fa1ac0b
BASE_00006681	baseline	k141_26890	1580	b9125f2df1d59430892f455c756da83f8396c686a0713551ea1c70879377a6a9
BASE_00006682	baseline	k141_19678	6522	26010187135ecabfdef8dac30fe3d019fb2a855a965cb306a4a19587d8757e87
BASE_00006683	baseline	k141_19679	1879	f1a4c41d536dee5ec44d25b12dd42a444b2ef3ba6f20d9f93d38376ffa22849b
BASE_00006684	baseline	k141_26896	1573	9236ccab2fc321edcc7f38218b0d904bcb3fa29fef872c1872baddfa2c00202d
BASE_00006685	baseline	k141_19680	1064	55a720315a5ea168386047e452559bb45eaf5376e5da7a76117bd22ebf64522d
BASE_00006686	baseline	k141_12956	5123	17a67b966cdde00de8ca1989d406c51b78d3d25b1e3f259cd38eb3d827c77532
BASE_00006687	baseline	k141_19681	1557	f8c80677d10f152df4cc942b4c11769242632798b98190342cde536422e5727d
BASE_00006688	baseline	k141_19682	1000	5ff93217c8604069151d1b64342e3d25761dbecf13a39ce565584368dd960342
BASE_00006689	baseline	k141_12960	1310	a9a5fd96ddfb8f4cc3f69a6f7657541e18d5e7d557ff144d88526b500f40de07
BASE_00006690	baseline	k141_19685	1562	6ffedcf6ab758219d2183bcd6c5a8ae3555100360af8b25126262678325b9b3a
BASE_00006691	baseline	k141_26903	3379	c208bcc0f181192566613d6c8fa0b04a31799394abc1f9ab36b63552d4788f3c
BASE_00006692	baseline	k141_19686	1018	55113f52aa3c9a89dcfd6e6563a97fc47b39387847ea12fd4085390a83cef266
BASE_00006693	baseline	k141_12963	2095	f8b3005094c8a87b3826d537b780c4275f02e05d34a48790ba0f7a42c202f2be
BASE_00006694	baseline	k141_26905	1961	6b87b00f2dce08f5802934b83b331adf393e35713a1b761ab81ae0d2a4ddc3b7
BASE_00006695	baseline	k141_26908	1577	111d73da715ef74dc1c36677e241226ff93ae5a30ced0f47bd1129e28d7e5004
BASE_00006696	baseline	k141_12968	2456	a0fc418e4b1ff51f27511d2467310909ef1352f3c0c9d562649952873bc0161c
BASE_00006697	baseline	k141_19692	2162	01a5d59b02c8beb796a4d3e683a616ff3888d2bf4dbe2d0af15edcf1ae4783d9
BASE_00006698	baseline	k141_12971	2445	673a8697ba65eaa7f5fb9950e9b474a13d6f82b37cf552c7e4cc62023766628f
BASE_00006699	baseline	k141_26914	1361	9a5049342e8a246b9e0bad5625c15f33ce0782f20c32efb5f620b36fb580f19c
BASE_00006700	baseline	k141_19695	5434	c4b761b90a08cb0e960418d93ff4dbbb912e7748e71e1e46d2ecf2bc959cee34
BASE_00006701	baseline	k141_12973	3433	d70c549a84c0df226f3d6dcb348ad7a5e3d2fc54d6a5a967f022d1f5f2f5a0a2
BASE_00006702	baseline	k141_26915	4399	545b062a338c56b92c8cb39b73b59cf497d2121f5868f47744f7cdf2c79bf73a
BASE_00006703	baseline	k141_12974	1283	a3abeb7dbd00f09ecb2c223969cdcfd474bcc149e1a09ee5b7b2ea260e6a64c5
BASE_00006704	baseline	k141_19696	1881	0db4b4e519f95f578b134bcbc1c747763331668ac4944304f8fce5e1c876c96e
BASE_00006705	baseline	k141_19698	1221	ac528684f161ad174ae06283f884c6b1f9f735049dfaa7721bac13e6559a0319
BASE_00006706	baseline	k141_12977	1523	6d402f2597a132eda5f99eda9a47bfb45343da7d87ba1e2cf05e8034c9a93813
BASE_00006707	baseline	k141_26916	3752	4202c7f67f4f7c293e170a3a9a7174431e3eb4c02ef86fb47e1a39357160b79c
BASE_00006708	baseline	k141_19702	1039	46f980e0e2f6c6963fe2bc73a554d46805a84332f3f209ddb9c37c1cdef6f9fb
BASE_00006709	baseline	k141_26918	1703	fdf339481fd69b19768292ee845989a7509b9aa6ecc78b666f6c4b9fbe868062
BASE_00006710	baseline	k141_12978	2934	20fa24c0f5a5ef387d32157bfa448aac9572494c4d38d64d1025e5320c29e5a2
BASE_00006711	baseline	k141_19703	1010	ca147fcb6dd1e365aa075f1731d2b9c46b63207f45674ef8009335cddf812169
BASE_00006712	baseline	k141_26920	1188	34cf52c605f7dee8a68e6822f4c1ec79d5bc35540bb848b252d2b81563bf19d6
BASE_00006713	baseline	k141_12982	1273	7747fa5c7ee5dd24976e45d8584f1b290458834731899bb8fcb241ba18aa51b1
BASE_00006714	baseline	k141_26923	1032	ca88789858da843fefc66fdd4f5f95ad3bd765af5728154b1a79f33af4b676b4
BASE_00006715	baseline	k141_12984	1282	608b909a94a500ecfef1a285676ec99c4400998faeb8c023303830a1fbf09223
BASE_00006716	baseline	k141_12986	2447	7299f697d088d2226624d7694f53e76eadd113123671d4deccb18546aedf0f07
BASE_00006717	baseline	k141_19713	1192	64a075ae8867f3a87da5edffe20fb9709eb4341af03ec27985ad5d2280b894af
BASE_00006718	baseline	k141_26926	3812	cfca2e09e0aac2b5a56265ca222d5271444b46e7378fda5d9249e803b91927e0
BASE_00006719	baseline	k141_19714	2279	0accd370a1353b311343b347b145be0a2d0ed587b705bc09b86e2223db069383
BASE_00006720	baseline	k141_26927	1172	42ebfe9cf3ffa07de29feca849dd6336d7f38034870598ebf1980f18e379693b
BASE_00006721	baseline	k141_12989	3663	eab10ccf80ce0005401c749bc2156fb8136a54a211e254c1c483095639bad4a7
BASE_00006722	baseline	k141_19720	1043	d2533f2986d6e32d6ef146a5673c66afef4e068c1955d0fabcd6d00aa5bba805
BASE_00006723	baseline	k141_26932	1402	7207f3a03c05da8df59be9bf79d1cdc3fd810afd211c2c0005873f11c8e1b224
BASE_00006724	baseline	k141_26933	1539	4d7277413d17169da23397de6035342ce9c4540b1580e8d999ed0a3a5947086d
BASE_00006725	baseline	k141_12990	3678	6a3f0f29a3211da988488549fc668e59ef4865491a9a44b4990c976c29a95d2d
BASE_00006726	baseline	k141_26936	3058	182649e27993c53cbd0feb22e95b5f2f3da319c8b8a95ee541d5bca975c2ae1f
BASE_00006727	baseline	k141_26937	1631	b032d687efc81a014e80f868a0b3df1944ead8f9f14b472610c48f2437653cba
BASE_00006728	baseline	k141_12991	5032	49cb7e3b2cd16466d9dbef3a4960fbaba38254fc740f55a572a2b674345f3ae8
BASE_00006729	baseline	k141_12994	2284	f5c3e33dbc9494d67435d9ee6d730c9444108fbc8ebe2dfd55f123745be030ca
BASE_00006730	baseline	k141_19722	11230	48d71a1509473bc68618990740177113fee73551397f84c3bc34b2a9e83623fa
BASE_00006731	baseline	k141_26944	1391	7f44ccf4ea86faf6a028db60fb2cba45faa593dbf48c87304f90c4bae791de82
BASE_00006732	baseline	k141_19723	1244	d512f602b2dbebc12871ad50f34e36169cc16ea201db80976c302eb7ba8e82c1
BASE_00006733	baseline	k141_19724	1090	87f325e0eb49001995b840cc623a7c3d341c2620d7d7a1e2da877c8524d61f84
BASE_00006734	baseline	k141_12995	4236	33bf7eed49ce6afadc50740e788c41074154ca173240d52523727daaebae117a
BASE_00006735	baseline	k141_19725	1755	9596270d68b3d389189f608cef21419bf19bb0948ace8cb84e53b38647393925
BASE_00006736	baseline	k141_12996	1351	b02343195c39c8c4eb261b79836f130b6db4cab7585ddc1f7540bbdc394a7199
BASE_00006737	baseline	k141_26948	3937	d04beac9bf27f484e1941cbe7efa55909a924181733e8879948aeb7017fd12fa
BASE_00006738	baseline	k141_26949	1166	53b4f6caee67bbae810507c05722d194dff26240c9747b806025c0fedb2e193e
BASE_00006739	baseline	k141_19729	1266	6458301c0cb46ca6bccbd841821ba1cb54a630e6d8ccd4d9dd01a7f17d06484d
BASE_00006740	baseline	k141_19733	1366	62a296c2f5e6527cedc9e677c3f813f52bbd051f35610a8c4dcaed30bd7765c6
BASE_00006741	baseline	k141_19734	1152	67e9002171a843d8505ff9c3e38f3cfb5b2cf81f2b19f86b0ca9e63b966088b4
BASE_00006742	baseline	k141_26958	1111	03716c9e23eb53ec09f1431932d49b978ec6981d7065c87600fbb7533bef0e79
BASE_00006743	baseline	k141_19736	1351	055fe9fd2e6b11f5fe011a4b432a6a94eaff258a8797ee52e3fe64fe9ad3005b
BASE_00006744	baseline	k141_26959	1474	4aecb1e46686c01e529d2ca43a054561c295bb50d41277e7fc8a8a753651bb15
BASE_00006745	baseline	k141_5294	86926	9286e7a3966da1923a0645783f428fa850bf1c014bb24350a283ed092d465894
BASE_00006746	baseline	k141_13007	5701	3c707482dd35ee4b01a6075db8d341a9e0b6682831823ae2e6216b6ecaf54083
BASE_00006747	baseline	k141_19737	2039	439a4b0df09eeab253fe7184b0a1855d4f3d24fc5976ba71a1537f470fc1e2a7
BASE_00006748	baseline	k141_13008	1635	31a76a30bf633a00dcf00111b5b496bcce49a7da72913abdfe4a284f6f8fa991
BASE_00006749	baseline	k141_5296	1344	c858f0dfa7ec028693817d81210db3a675335b3f3cc37cb4342af85b4c278ef7
BASE_00006750	baseline	k141_19738	1323	ddfe0ef6cc5bfb96954d714468c30e9812866056c60df6d12e98c345287662e7
BASE_00006751	baseline	k141_13010	1129	43df471a387928ab30262bdb01d3d211d00625f346f9fc817d1d5073f5802db1
BASE_00006752	baseline	k141_5298	1156	f08a001a133f8d0a81c2105645657790e2779a694159d9bbe26c4515b034be13
BASE_00006753	baseline	k141_26961	6094	29c4a709b1fa1bf90ec8eebb0a2005b1c92579c41919b508c1248ea5b4165a94
BASE_00006754	baseline	k141_19742	2304	5bc5653de14b077119c045c02873373059b67be75a8de791ed7641d607a03af2
BASE_00006755	baseline	k141_13011	4477	4652613fd10605214461e5aeae1c19c1162f07f5862ac9f9a6533292272f7759
BASE_00006756	baseline	k141_5305	2065	a9a569a65012c61469df1a70e149e1ca25e5317ac3892a52d861d0d8351dc795
BASE_00006757	baseline	k141_26966	1848	f1f30582fc2664b7d1cae87aca100b982b0fbf89a1fdc639bdadd34435bc9c84
BASE_00006758	baseline	k141_13016	1171	6c9d49bf85da8312b9f616147ac58d68c78cca45165af7312d9704ac18f25446
BASE_00006759	baseline	k141_19751	1456	b7a6fbb0f5258b775b061ae95986142db1c1c25a0e925ee77cd111518b537059
BASE_00006760	baseline	k141_26969	1123	44119f9d7176ac9df90bbdf84c291365d478de8bdea0520d7670b271dc5bd314
BASE_00006761	baseline	k141_5306	5050	a879a1fe448b1ff04d03527eb5778ecf48a15aa2110fa63765cf94ddd66766df
BASE_00006762	baseline	k141_26972	2403	047328cef68b1996fb779634fd44a1bd3d70a2a5cf325b66b1aa366c69887a3c
BASE_00006763	baseline	k141_19754	2299	67ab624f969dceed8ad8b25919e663e8f35bc280ab13c81572c8c8bc57895dae
BASE_00006764	baseline	k141_19755	1003	a3f4089ecf2be061eb656d06ada15d6c9fbe1bf7be86c8cbdd82ca27686040ed
BASE_00006765	baseline	k141_13022	2220	8d8b6d368bbeead68e87b2dd4f8b761c21fb179514c09286ccb87936fc78461c
BASE_00006766	baseline	k141_5308	2146	22c9c1793e462b13838797e97d33949fc12f1bd8d224073580deee606aac0fc1
BASE_00006767	baseline	k141_5309	1080	baf37a1e71b798ab2b5ac26dd77e9b9a40df02b16c8b8f25369c308b929ec036
BASE_00006768	baseline	k141_13026	1003	cbc6876b284342929b56ad98f897424ec4fdd7430150bcf6eec9188513149d41
BASE_00006769	baseline	k141_26974	4825	83dd28aa2ec534f0560fc14b24fbb7a13dd9467aedc9ae5a29cf840629b36c79
BASE_00006770	baseline	k141_13027	2614	0f4121d50c68ab27eaddccd5d25acdf6a8184c853f474292026898adfb5feb17
BASE_00006771	baseline	k141_19757	6158	4292a65ce851f5ca34313e3b8006672f66136949234f1cd3d6d64bb7e6570c70
BASE_00006772	baseline	k141_5316	2641	2d4eb0f6d8dbd75f590fd7bb8b991b1d0ad1a3c7fcf3a2ad7112787030a057f2
BASE_00006773	baseline	k141_5317	1075	cbd48718a8ef73b9d0713321436c2cbbf23e182166e6da4b4c722c2855993fd4
BASE_00006774	baseline	k141_13030	2916	af69abddb6ba46133f495133fb8156ee9a37ac858c3bfbe08ca78cd1bbb497bf
BASE_00006775	baseline	k141_26977	4151	496b423e1f83bb8e733a21c049b966d8035d4bb59508c3a58c266a48fc11024f
BASE_00006776	baseline	k141_19759	2376	e91a38ad6d852396a6b08141c10bfc6f0ba45435f6cb4953c1313738bb81446b
BASE_00006777	baseline	k141_5318	1425	7524f4df173a3d5023735237aabeb2f12b93e3e281319b448dc3bf9e2d1d1b14
BASE_00006778	baseline	k141_26979	1041	26665ab280ccd88d57aa62a7cb2e96ecd23dce91a66319a7d995e55e99cd0177
BASE_00006779	baseline	k141_13032	1643	1655dbe0a12e05c9951a441171c4959e12948376d626f414b1a1962ce8b081f4
BASE_00006780	baseline	k141_19761	1132	5d8b05388836ff8c0658419eb7e4f61f8189992f5d7ef23281cc96f902356ce8
BASE_00006781	baseline	k141_13033	1219	86ea8c9aa4a531ef501d348391a7ae24a42d718d088d202c3930646dce195864
BASE_00006782	baseline	k141_26981	2359	dfd682ed8d5c2a2409a9910c9893e22fa1f1e80451ca1877f4cc9ac01f3fa50d
BASE_00006783	baseline	k141_13036	1445	1335c17383c17f22b5c88b8d6cabc82d10181fdc3425d86fafd4a18314b74999
BASE_00006784	baseline	k141_5323	2378	3d2470c961eab2dc5347295c3bb73da1fc1d65320b540cb396fb99b5df044190
BASE_00006785	baseline	k141_19766	2075	5c880d99257c9f5822c6cdaaba2ac6d7de5e737cbf859df5bccf129d6e616ba2
BASE_00006786	baseline	k141_5326	1095	100d6ac9c4cce0033ef9be905318c76e930739dc4f1d1efd6d8ab0a763cc6b88
BASE_00006787	baseline	k141_26988	1130	f21442fe0d646c34a365e1b338b78d829cdaa05de4d2285c44ee7ba5a22e93a1
