pmcid,title,stage,reason
PMC9853455,Identification of therapeutic targets for osteosarcoma by integrating single-cell RNA sequencing and network pharmacology.,metadata,no_intervention_signal
PMC7193284,Prediction of the Network Pharmacology-Based Mechanism for Attenuation of Atherosclerosis in Apolipoprotein E Knockout Mice by <i>Panax notoginseng</i> Saponins.,metadata,no_intervention_signal
PMC9602736,Integrated Metabolomics and Network Pharmacology to Decipher the Latent Mechanisms of Protopanaxatriol against Acetic Acid-Induced Gastric Ulcer.,metadata,no_intervention_signal
PMC8816594,Therapeutic Targets of Bufalin on Renal Carcinoma and Mechanisms: Experimental Validation of Network Pharmacology Analysis.,metadata,no_intervention_signal
PMC8343127,Corrigendum: Exploring the Mechanism of Total Flavonoids of Drynariae Rhizoma to Improve Large Bone Defects by Network Pharmacology and Experimental Assessment.,metadata,no_intervention_signal
PMC9651184,Mechanism of Progesterone in Treatment of Traumatic Brain Injury Based on Network Pharmacology and Molecular Docking Technology.,metadata,no_intervention_signal
PMC10230033,The mechanism of vitamin D3 in preventing colorectal cancer through network pharmacology.,metadata,no_intervention_signal
PMC7762561,Evaluation of Naringenin as a Promising Treatment Option for COPD Based on Literature Review and Network Pharmacology.,metadata,title_pattern:\breview\b
,Exploring the Mechanisms of Lian Hua Qing Wen Capsule against COVID-19 by Network Pharmacology and Molecular Docking Approach,metadata,no_pmcid
PMC10651968,Platelet-activating factor antagonist-based intensive antiplatelet strategy in acute ischemic stroke: A propensity score matched with network pharmacology analysis.,metadata,no_intervention_signal
PMC8153951,Network Pharmacology Analysis and Experimental Pharmacology Study Explore the Mechanism of Gambogic Acid against Endometrial Cancer.,metadata,no_intervention_signal
PMC7399741,Analyzing Active Constituents and Optimal Steaming Conditions Related to the Hematopoietic Effect of Steamed <i>Panax notoginseng</i> by Network Pharmacology Coupled with Response Surface Methodology.,metadata,no_intervention_signal
PMC8860524,Mechanisms of Vitamin C Regulating Immune and Inflammation Associated with Neonatal Hypoxic-Ischemic Encephalopathy Based on Network Pharmacology and Molecular Simulation Technology.,metadata,no_intervention_signal
PMC10022092,"An integrated approach of network pharmacology, molecular docking, and experimental verification uncovers kaempferol as the effective modulator of HSD17B1 for treatment of endometrial cancer.",metadata,no_intervention_signal
PMC10799395,"Salidroside protects RGC from pyroptosis in diabetes-induced retinopathy associated with NLRP3, NFEZL2 and NGKB1, revealed by network pharmacology analysis and experimental validation.",metadata,no_intervention_signal
PMC9701458,Integrated Network Pharmacology Analysis and Experimental Validation to Investigate the Molecular Mechanism of Triptolide in the Treatment of Membranous Nephropathy.,metadata,no_intervention_signal
PMC9528005,Network pharmacology and bioinformatics analyses identify the intersection genes and mechanism of Huang Bai for recurrent aphthous stomatitis.,metadata,no_intervention_signal
PMC7641625,Mechanism of Paeoniflorin in the Treatment of Bile Duct Ligation-Induced Cholestatic Liver Injury Using Integrated Metabolomics and Network Pharmacology.,metadata,no_intervention_signal
PMC9700915,"Integrated metabolomics, network pharmacology and biological verification to reveal the mechanisms of Nauclea officinalis treatment of LPS-induced acute lung injury.",metadata,no_intervention_signal
PMC9403136,Potential protective benefits of Schisandrin B against severe acute hepatitis in children during the COVID-19 pandemic based on a network pharmacology analysis.,metadata,no_intervention_signal
PMC8160516,Therapeutic Effects of Naringin in Rheumatoid Arthritis: Network Pharmacology and Experimental Validation.,metadata,no_intervention_signal
PMC5698785,Computational Molecular Networks and Network Pharmacology.,metadata,publication_type:editorial
PMC7333027,Study on the Selection of the Targets of Esophageal Carcinoma and Interventions of Ginsenosides Based on Network Pharmacology and Bioinformatics.,metadata,no_intervention_signal
PMC6604675,The Effects of Plumbagin on Pancreatic Cancer: A Mechanistic Network Pharmacology Approach.,metadata,no_intervention_signal
PMC9967027,Investigation of the Pathogenic Mechanism of Ciprofloxacin in Aortic Aneurysm and Dissection by an Integrated Proteomics and Network Pharmacology Strategy.,metadata,no_intervention_signal
PMC10272822,The therapeutic role and potential mechanism of EGCG in obesity-related precocious puberty as determined by integrated metabolomics and network pharmacology.,metadata,no_intervention_signal
PMC10169761,Network pharmacology to explore the mechanism of scutellarin in the treatment of brain ischaemia and experimental verification of JAK2/STAT3 signalling pathway.,metadata,no_intervention_signal
PMC7474352,Network Pharmacology-Based Approach to Revealing Biological Mechanisms of Qingkailing Injection against IschemicStroke: Focusing on Blood-Brain Barrier.,metadata,no_intervention_signal
PMC9919876,Comparison of Antioxidant Capacity and Network Pharmacology of Phloretin and Phlorizin against Neuroinflammation in Traumatic Brain Injury.,metadata,publication_type:meta-analysis research-article journal article
PMC8616695,Prediction of Rhizoma Drynariae Targets in the Treatment of Osteoarthritis Based on Network Pharmacology and Experimental Verification.,metadata,no_intervention_signal
PMC8963897,Network Pharmacology Identifies Therapeutic Targets and the Mechanisms of Glutathione Action in Ferroptosis Occurring in Oral Cancer.,metadata,no_intervention_signal
PMC6418214,Network Pharmacology-Based identification of pharmacological mechanism of SQFZ injection in combination with Docetaxel on lung cancer.,metadata,no_intervention_signal
PMC8116153,A Study to Decipher the Potential Effects of Butylphthalide against Central Nervous System Diseases Based on Network Pharmacology and Molecular Docking Integration Strategy.,metadata,no_intervention_signal
PMC9278495,Investigating Celastrol's Anti-DCM Targets and Mechanisms via Network Pharmacology and Experimental Validation.,metadata,no_intervention_signal
PMC10449277,PI3K-Akt signaling pathway based on network pharmacology for the anti-Alzheimer's disease effect of licorice stem flavonoids.,metadata,no_intervention_signal
PMC8960436,Celastrol Alleviates Autoimmune Hepatitis Through the PI3K/AKT Signaling Pathway Based on Network Pharmacology and Experiments.,metadata,no_intervention_signal
PMC9671214,Mechanisms underlying the therapeutic effects of 4-octyl itaconate in treating sepsis based on network pharmacology and molecular docking.,metadata,no_intervention_signal
PMC7275405,A bioinformatics investigation into the pharmacological mechanisms of javanica oil emulsion injection in non-small cell lung cancer based on network pharmacology methodologies.,metadata,no_intervention_signal
PMC6888439,Systematic Elucidation of the Mechanism of Genistein against Pulmonary Hypertension via Network Pharmacology Approach.,metadata,no_intervention_signal
PMC8875113,Uncovering a Hub Signaling Pathway of Antimicrobial-Antifungal-Anticancer Peptides' Axis on Short Cationic Peptides via Network Pharmacology Study.,metadata,no_intervention_signal
PMC8657413,Bioinformatics and Network Pharmacology Identify the Therapeutic Role and Potential Mechanism of Melatonin in AD and Rosacea.,metadata,no_intervention_signal
PMC8602690,The Mechanism Actions of Astragaloside IV Prevents the Progression of Hypertensive Heart Disease Based on Network Pharmacology and Experimental Pharmacology.,metadata,no_intervention_signal
PMC8523246,Material Basis and Mechanism of Chansu Injection for COVID-19 Treatment Based on Network Pharmacology and Molecular Docking Technology.,metadata,no_intervention_signal
PMC9058120,Deciphering Risperidone-Induced Lipogenesis by Network Pharmacology and Molecular Validation.,metadata,no_intervention_signal
PMC9396035,"Therapeutic mechanism of <i>Curcuma aromatica</i> Salisb. rhizome against coronary heart disease based on integrated network pharmacology, pharmacological evaluation and lipidomics.",metadata,no_intervention_signal
PMC8810123,Uncovering the action mechanism of homoharringtonine against colorectal cancer by using network pharmacology and experimental evaluation.,metadata,no_intervention_signal
PMC9589237,Integrating network pharmacology and experimental verification to explore the mechanism of puerarin against oliguria in acute alcoholism.,metadata,no_intervention_signal
PMC8166476,Analysis of the Efficacy and Mechanism of Action of Xuebijing Injection on ARDS Using Meta-Analysis and Network Pharmacology.,metadata,title_pattern:\bmeta-analysis\b
PMC10264333,Study of kaempferol in the treatment of COVID-19 combined with Chikungunya co-infection by network pharmacology and molecular docking technology.,metadata,no_intervention_signal
,To Explore the Network Pharmacology and Molecular Docking Mechanism of Chaihu Shugan Powder with the “Same Treatment for Different Diseases” for Insomnia and Depression Based on the COVID-19 Pandemic,metadata,no_pmcid
PMC8221358,Revealing the therapeutic targets and molecular mechanisms of emodin-treated coronavirus disease 2019 via a systematic study of network pharmacology.,metadata,no_intervention_signal
PMC5706847,Predicting new indications of compounds with a network pharmacology approach: Liuwei Dihuang Wan as a case study.,metadata,no_intervention_signal
PMC9085400,Network pharmacology combined with functional metabolomics discover bile acid metabolism as a promising target for mirabilite against colorectal cancer.,metadata,no_intervention_signal
,A Network Pharmacology Study to Uncover the Multiple Molecular Mechanism of the Chinese Patent Medicine Toujiequwen Granules in the Treatment of Corona Virus Disease (COVID-19),metadata,no_pmcid
PMC8419189,Lamivudine improves cognitive decline in SAMP8 mice: Integrating in vivo pharmacological evaluation and network pharmacology.,metadata,no_intervention_signal
PMC7373779,A Novel Network Pharmacology Strategy to Decode Metabolic Biomarkers and Targets Interactions for Depression.,metadata,no_intervention_signal
PMC7940936,Investigating the protective effect of tanshinone IIA against chondrocyte dedifferentiation: a combined molecular biology and network pharmacology approach.,metadata,no_intervention_signal
PMC8552458,Network Pharmacology-Based Analysis on the Action Mechanism of Oleanolic Acid to Alleviate Osteoporosis.,metadata,no_intervention_signal
PMC6470430,"Corrigendum to ""Systematic Understanding of the Mechanism of Baicalin against Ischemic Stroke through a Network Pharmacology Approach"".",metadata,no_intervention_signal
PMC9421403,"Study on the molecular mechanisms of tetrandrine against pulmonary fibrosis based on network pharmacology, molecular docking and experimental verification.",metadata,no_intervention_signal
PMC10945494,Network pharmacology analysis and experimental validation of <i>Anemarrhenae Rhizoma</i> in treating Alzheimer<b>'</b>s disease.,metadata,no_intervention_signal
,Material Basis and Mechanism of Chansu Injection for COVID-19 Treatment Based on Network Pharmacology and Molecular Docking Technology,metadata,no_pmcid
PMC7884818,Targets of Vitamin C With Therapeutic Potential for Cardiovascular Disease and Underlying Mechanisms: A Study of Network Pharmacology.,metadata,no_intervention_signal
PMC9671524,"Dissecting the molecular mechanism of cepharanthine against COVID-19, based on a network pharmacology strategy combined with RNA-sequencing analysis, molecular docking, and molecular dynamics simulation.",metadata,no_intervention_signal
PMC9963694,Genistein Inhibits Proliferation and Metastasis in Human Cervical Cancer Cells through the Focal Adhesion Kinase Signaling Pathway: A Network Pharmacology-Based In Vitro Study in HeLa Cells.,metadata,no_intervention_signal
PMC9164039,New Insight into Drugs to Alleviate Atopic March via Network Pharmacology-Based Analysis.,metadata,no_intervention_signal
PMC6558193,Prediction of VEGF-C as a Key Target of Pure Total Flavonoids From Citrus Against NAFLD in Mice via Network Pharmacology.,metadata,no_intervention_signal
PMC9842026,Identification of PIK3CG as a hub in septic myocardial injury using network pharmacology and weighted gene co-expression network analysis.,metadata,no_intervention_signal
PMC9947269,Efficacy evaluation and potential pharmacological mechanism of tanreqing injection in the treatment of COPD combined with respiratory failure based on meta-analysis and network pharmacology.,metadata,title_pattern:\bmeta-analysis\b
PMC9467448,Therapeutic Effects of Retinoic Acid in Lipopolysaccharide-Induced Cardiac Dysfunction: Network Pharmacology and Experimental Validation.,metadata,no_intervention_signal
PMC9854906,Integrating Network Pharmacology Approaches to Decipher the Multi-Target Pharmacological Mechanism of Microbial Biosurfactants as Novel Green Antimicrobials against Listeriosis.,metadata,no_intervention_signal
PMC9676937,"Integrated bioinformatics, network pharmacology, and artificial intelligence to predict the mechanism of celastrol against muscle atrophy caused by colorectal cancer.",metadata,no_intervention_signal
PMC9441943,A Novel Approach: Combining Prognostic Models and Network Pharmacology to Target Breast Cancer Necroptosis-Associated Genes.,metadata,no_intervention_signal
PMC6902022,Network Pharmacology-Based Prediction of Active Ingredients and Mechanisms of <i>Lamiophlomis rotata</i> (Benth.) Kudo Against Rheumatoid Arthritis.,metadata,no_intervention_signal
PMC7756171,Computational and network pharmacology analysis of bioflavonoids as possible natural antiviral compounds in COVID-19.,metadata,no_intervention_signal
PMC9302891,Cyclic GMP modulating drugs in cardiovascular diseases: mechanism-based network pharmacology.,metadata,"publication_type:research support, non-u.s. gov't review-article review journal article research support, n.i.h., extramural"
PMC9383036,"Investigation of the inhibition effect of 1,2,3,4,6-pentagalloyl-β-D-glucose on gastric cancer cells based on a network pharmacology approach and experimental validation.",metadata,no_intervention_signal
PMC9035835,Exploration in the Therapeutic and Multi-Target Mechanism of Ketamine on Cerebral Ischemia Based on Network Pharmacology and Molecular Docking.,metadata,no_intervention_signal
PMC9028433,Integrated Network Pharmacology Approach for Drug Combination Discovery: A Multi-Cancer Case Study.,metadata,no_intervention_signal
PMC8520986,"<i>Gaultheria leucocarpa</i> var. <i>yunnanensis</i> for Treating Rheumatoid Arthritis-An Assessment Combining Machine Learning-Guided ADME Properties Prediction, Network Pharmacology, and Pharmacological Assessment.",metadata,no_intervention_signal
PMC9483153,Anticancer effects of OSW-1 on glioma cells via regulation of the PI3K/AKT signal pathway: A network pharmacology approach and experimental validation &lt;i&gt;in vitro&lt;/i&gt; and &lt;i&gt;in vivo&lt;/i&gt;.,metadata,no_intervention_signal
PMC9868454,"Exploring novel targets of sitagliptin for type 2 diabetes mellitus: Network pharmacology, molecular docking, molecular dynamics simulation, and SPR approaches.",metadata,no_intervention_signal
PMC8020054,Chlorogenic Acid Inhibits Human Glioma U373 Cell Progression via Regulating the SRC/MAPKs Signal Pathway: Based on Network Pharmacology Analysis.,metadata,no_intervention_signal
PMC6480032,Systematically Characterize the Anti-Alzheimer's Disease Mechanism of Lignans from <i>S. chinensis</i> based on In-Vivo Ingredient Analysis and Target-Network Pharmacology Strategy by UHPLC⁻Q-TOF-MS.,metadata,no_intervention_signal
PMC9588367,Identifying and Targeting Prediction of the PI3K-AKT Signaling Pathway in Drug-Induced Thrombocytopenia in Infected Patients Receiving Linezolid Therapy: A Network Pharmacology-Based Analysis.,metadata,no_intervention_signal
PMC8069812,Drug Repurposing for COVID-19 Treatment by Integrating Network Pharmacology and Transcriptomics.,metadata,no_intervention_signal
PMC9107052,Network Pharmacology Deciphers the Action of Bioactive Polypeptide in Attenuating Inflammatory Osteolysis via the Suppression of Oxidative Stress and Restoration of Bone Remodeling Balance.,metadata,no_intervention_signal
PMC6691169,Deciphering the Mechanical Network of Chronic Atrophic Gastritis: A Urinary Time-Dependent Metabonomics-Based Network Pharmacology Study.,metadata,no_intervention_signal
PMC9358010,Investigations of nitazoxanide molecular targets and pathways for the treatment of hepatocellular carcinoma using network pharmacology and molecular docking.,metadata,no_intervention_signal
PMC8544312,Network pharmacology for systematic understanding of Schisandrin B reduces the epithelial cells injury of colitis through regulating pyroptosis by AMPK/Nrf2/NLRP3 inflammasome.,metadata,no_intervention_signal
PMC9219407,Molecular Mechanism of Naringenin Against High-Glucose-Induced Vascular Smooth Muscle Cells Proliferation and Migration Based on Network Pharmacology and Transcriptomic Analyses.,metadata,no_intervention_signal
PMC8458633,Network Pharmacology and Experimental Validation Reveal the Effects of Chidamide Combined With Aspirin on Acute Myeloid Leukemia-Myelodysplastic Syndrome Cells Through PI3K/AKT Pathway.,metadata,no_intervention_signal
PMC9054438,Urolithin A as a Potential Drug for the Treatment of Spinal Cord Injuries: A Mechanistic Study Using Network Pharmacology Approaches.,metadata,no_intervention_signal
PMC6339762,Network Pharmacology Integrated Molecular Docking Reveals the Antiosteosarcoma Mechanism of Biochanin A.,metadata,no_intervention_signal
PMC6959222,Combined network pharmacology and virtual reverse pharmacology approaches for identification of potential targets to treat vascular dementia.,metadata,no_intervention_signal
PMC6030346,Exploring the potential pharmacodynamic material basis and pharmacologic mechanism of the <i>Fufang-Xialian-Capsule</i> in chronic atrophic gastritis by network pharmacology approach based on the components absorbed into the blood.,metadata,no_intervention_signal
PMC6440172,Network Pharmacology Based Research on the Combination Mechanism Between Escin and Low Dose Glucocorticoids in Anti-rheumatoid Arthritis.,metadata,no_intervention_signal
PMC8781517,Stingray Venom Proteins: Mechanisms of Action Revealed Using a Novel Network Pharmacology Approach.,metadata,no_intervention_signal
PMC8810029,The effect and mechanism of cypermethrin-induced hippocampal neurotoxicity as determined by network pharmacology analysis and experimental validation.,metadata,no_intervention_signal
PMC8249588,Exploring the Mechanism Whereby Sinensetin Delays the Progression of Pulmonary Fibrosis Based on Network Pharmacology and Pulmonary Fibrosis Models.,metadata,no_intervention_signal
,A Workflow of Integrated Resources to Catalyze Network Pharmacology Driven COVID-19 Research,metadata,no_pmcid
PMC7869079,Screening of JAK-STAT modulators from the antiviral plants of Indian traditional system of medicine with the potential to inhibit 2019 novel coronavirus using network pharmacology.,metadata,no_intervention_signal
PMC5835320,Multifactorial Modes of Action of Arsenic Trioxide in Cancer Cells as Analyzed by Classical and Network Pharmacology.,metadata,no_intervention_signal
PMC7884771,The Therapeutic Targets of Fingolimod (FTY720) Are Involved in Pathological Processes in the Frontal Cortex of Alzheimer's Disease Patients: A Network Pharmacology Study.,metadata,no_intervention_signal
PMC7815415,Use of Network Pharmacology to Investigate the Mechanism by Which Allicin Ameliorates Lipid Metabolism Disorder in HepG2 Cells.,metadata,no_intervention_signal
PMC7013392,Uncovering the Pharmacological Mechanism of Stemazole in the Treatment of Neurodegenerative Diseases Based on a Network Pharmacology Approach.,metadata,no_intervention_signal
PMC7513616,Identification of Target Genes Related to Sulfasalazine in Triple-Negative Breast Cancer Through Network Pharmacology.,metadata,no_intervention_signal
PMC9270285,A Bioinformatics Investigation into the Pharmacological Mechanisms of Sodium-Glucose Co-transporter 2 Inhibitors in Diabetes Mellitus and Heart Failure Based on Network Pharmacology.,metadata,no_intervention_signal
PMC7069603,Correction: Molecular mechanisms involved in drug-induced liver injury caused by urate-lowering Chinese herbs: A network pharmacology study and biology experiments.,metadata,no_intervention_signal
PMC6646318,Systems biology and network pharmacology of frailty reveal novel epigenetic targets and mechanisms.,metadata,no_intervention_signal
PMC7667204,Network Pharmacology Combined with Transcriptional Analysis to Unveil the Biological Basis of Astaxanthin in Reducing the Oxidative Stress Induced by Diabetes Mellitus.,metadata,no_intervention_signal
PMC5838628,Exploration of the Anti-Inflammatory Drug Space Through Network Pharmacology: Applications for Drug Repurposing.,metadata,no_intervention_signal
PMC7825842,Dissecting the novel mechanism of reduning injection in treating Coronavirus Disease 2019 (COVID-19) based on network pharmacology and experimental verification,extraction,no_high_or_medium_explicit_target_list
PMC6106618,Deciphering Key Pharmacological Pathways of Qingdai Acting on Chronic Myeloid Leukemia Using a Network Pharmacology-Based Strategy,extraction,no_high_or_medium_explicit_target_list
PMC11533665,Virtual screening and network pharmacology-based synergistic coagulation mechanism identification of multiple components contained in compound Kushen Injection against hepatocellular carcinoma,extraction,no_high_or_medium_explicit_target_list
PMC10754605,Preliminary discussion on the mechanism of active components of Radix Aconiti kusnezoffii in the treatment of migraine based on network pharmacology,extraction,no_high_or_medium_explicit_target_list
PMC12964700,Exploration of the effect and mechanism of indirubin on infectious bovine rhinotracheitis virus based on network pharmacology,extraction,no_high_or_medium_explicit_target_list
PMC11068986,The characterization of traditional Chinese medicine natures and flavors using network pharmacology integrated strategy,extraction,no_high_or_medium_explicit_target_list
PMC9200497,Anti-Inflammatory Mechanisms of Total Flavonoids from Mosla scabra against Influenza A Virus-Induced Pneumonia by Integrating Network Pharmacology and Experimental Verification,extraction,no_high_or_medium_explicit_target_list
PMC11064180,Exploring the Mechanism of Yiwei Decoction in the Intervention of a Premature Ovarian Insufficiency Rat Based on Network Pharmacology and the miRNA-mRNA Regulatory Network,extraction,no_high_or_medium_explicit_target_list
PMC7591987,Network Pharmacology-Based Strategy Reveals the Effects of Hedysarum multijugum Maxim.- Radix Salviae Compound on Oxidative Capacity and Cardiomyocyte Apoptosis in Rats with Diabetic Cardiomyopathy,extraction,no_high_or_medium_explicit_target_list
PMC7175377,Network Pharmacology-Based Approaches of Rheum undulatum Linne and Glycyrriza uralensis Fischer Imply Their Regulation of Liver Failure with Hepatic Encephalopathy in Mice,extraction,no_high_or_medium_explicit_target_list
PMC11816759,Evaluating the Anti-Inflammatory and Chondroprotective Effects of Adenocaulon himalaicum Extract Through Network Pharmacology and Experimental Validation,extraction,no_high_or_medium_explicit_target_list
PMC10320314,Promoting liver cancer cell apoptosis effect of Tribulus terrestris L. via reducing sphingosine level was confirmed by network pharmacology with metabolomics ☆,extraction,no_high_or_medium_explicit_target_list
PMC10401449,Network-pharmacology-based research on protective effects and underlying mechanism of Shuxin decoction against myocardial ischemia/reperfusion injury with diabetes,extraction,no_high_or_medium_explicit_target_list
PMC9310033,"Integrated Serum Pharmacochemistry, Metabolomics, and Network Pharmacology to Reveal the Material Basis and Mechanism of Danggui Shaoyao San in the Treatment of Primary Dysmenorrhea",extraction,no_high_or_medium_explicit_target_list
PMC9573487,Molecular Mechanisms Underlying Qi-Invigorating Effects in Traditional Medicine: Network Pharmacology-Based Study on the Unique Functions of Qi-Invigorating Herb Group,extraction,no_high_or_medium_explicit_target_list
PMC10412194,Retracted: Network Pharmacology-Based Study on the Active Component and Mechanism of the Anti-Non-Invasive and Invasive Bladder Urothelial Carcinoma Effects of Zhuling Jisheng Decoction,extraction,no_high_or_medium_explicit_target_list
PMC12027698,Mechanistic Integration of Network Pharmacology and In Vivo Validation: TFRD Combat Osteoporosis via PI3K/AKT Pathway Activation,extraction,no_high_or_medium_explicit_target_list
PMC6723118,The Methodological Trends of Traditional Herbal Medicine Employing Network Pharmacology,extraction,no_high_or_medium_explicit_target_list
PMC7835541,Potential effect of Maxing Shigan decoction against coronavirus disease 2019 (COVID-19) revealed by network pharmacology and experimental verification,extraction,no_high_or_medium_explicit_target_list
PMC12599711,Identifying autophagy-related biomarkers in the treatment of renal interstitial fibrosis with Shen Fukang through network pharmacology,extraction,no_high_or_medium_explicit_target_list
PMC9011268,Mechanisms of the Jian Pi Tiao Gan Yin in the treatment of simple obesity revealed by network pharmacology,extraction,no_high_or_medium_explicit_target_list
PMC8084007,Network pharmacology-based screening of the active ingredients and mechanisms of Huangqi against aging,extraction,no_high_or_medium_explicit_target_list
PMC10111676,The convergent application of metabolites from Avena sativa and gut microbiota to ameliorate non-alcoholic fatty liver disease: a network pharmacology study,extraction,no_high_or_medium_explicit_target_list
PMC8841750,Uncovering the Potential Mechanisms of Coptis chinensis Franch. for Serious Mental Illness by Network Pharmacology and Pharmacology-Based Analysis,extraction,no_high_or_medium_explicit_target_list
PMC8505078,Exploring the Mechanism of Resveratrol in Reducing the Soft Tissue Damage of Osteoarthritis Based on Network Pharmacology and Experimental Pharmacology,extraction,no_high_or_medium_explicit_target_list
PMC9732420,Network pharmacology- and molecular docking-based approaches to unveil the pharmacological mechanisms of dihydroartemisinin against esophageal carcinoma,extraction,no_high_or_medium_explicit_target_list
PMC9019414,A Network Pharmacology Approach for Uncovering the Antitumor Effects and Potential Mechanisms of the Sijunzi Decoction for the Treatment of Gastric Cancer,extraction,no_high_or_medium_explicit_target_list
PMC9223613,Network pharmacology integrated molecular dynamics reveals the bioactive compounds and potential targets of Tinospora crispa Linn. as insulin sensitizer,extraction,no_high_or_medium_explicit_target_list
PMC7083645,Validation of the Key Active Ingredients and Anti-Inflammatory and Analgesic Effects of Shenjin Huoxue Mixture Against Osteoarthritis by Integrating Network Pharmacology Approach and Thin-Layer Chromatography Analysis,extraction,no_high_or_medium_explicit_target_list
PMC9709420,"Deciphering the impact and mechanism of Trikatu, a spices-based formulation on alcoholic liver disease employing network pharmacology analysis and in vivo validation",extraction,no_high_or_medium_explicit_target_list
PMC8640358,Network Pharmacology and Molecular Docking–Based Investigation: Prunus mume Against Colorectal Cancer via Silencing RelA Expression,extraction,no_high_or_medium_explicit_target_list
PMC11130167,"Network pharmacology, molecular docking, and dynamics analyses to predict the antiviral activity of ginger constituents against coronavirus infection",extraction,no_high_or_medium_explicit_target_list
PMC9604352,Network Pharmacology Analysis and Experimental Validation of Kaempferol in the Treatment of Ischemic Stroke by Inhibiting Apoptosis and Regulating Neuroinflammation Involving Neutrophils,extraction,no_high_or_medium_explicit_target_list
PMC8820870,Network Pharmacology- and Molecular Docking-Based Identification of Potential Phytocompounds from Argyreia capitiformis in the Treatment of Inflammation,extraction,no_high_or_medium_explicit_target_list
PMC7365894,Uncovering the Complexity Mechanism of Different Formulas Treatment for Rheumatoid Arthritis Based on a Novel Network Pharmacology Model,extraction,no_high_or_medium_explicit_target_list
PMC8977554,Potential Therapeutic Targets of Rehmannia Formulations on Diabetic Nephropathy: A Comparative Network Pharmacology Analysis,extraction,no_high_or_medium_explicit_target_list
PMC10245803,Analysis of Pharmacological Activities and Mechanisms of Essential Oil in Leaves of C. grandis ‘Tomentosa’ by GC-MS/MS and Network Pharmacology,extraction,no_high_or_medium_explicit_target_list
PMC13145377,Treatment of heterotopic ossification via inhibiting the MMP-2/CDH5 axis through oral delivery of network pharmacology-predicted Chinese medicine,extraction,no_high_or_medium_explicit_target_list
PMC6206573,A Network Pharmacology Approach to Uncover the Molecular Mechanisms of Herbal Formula Ban-Xia-Xie-Xin-Tang,extraction,no_high_or_medium_explicit_target_list
PMC8968680,Anticancer Activity of Erianin: Cancer-Specific Target Prediction Based on Network Pharmacology,extraction,no_high_or_medium_explicit_target_list
PMC10778733,Unlocking Prognostic Genes and Multi-Targeted Therapeutic Bioactives from Herbal Medicines to Combat Cancer-Associated Cachexia: A Transcriptomics and Network Pharmacology Approach,extraction,no_high_or_medium_explicit_target_list
PMC9868320,Study on the molecular mechanism of anti-liver cancer effect of Evodiae fructus by network pharmacology and QSAR model,extraction,no_high_or_medium_explicit_target_list
PMC9788221,Defining the Potential Targets for Biological Activity of Isoegomaketone Based on Network Pharmacology and Molecular Docking Methods,extraction,no_high_or_medium_explicit_target_list
PMC8933636,INPUT: An intelligent network pharmacology platform unique for traditional Chinese medicine,extraction,no_high_or_medium_explicit_target_list
PMC12483403,Investigation of cisplatin-induced acute kidney injury using LC-HRMS and network pharmacology approaches in mixed Curcuma longa and Curcuma zedoaria eExtracts,extraction,no_high_or_medium_explicit_target_list
PMC8106469,Potential Mechanism of S. baicalensis on Lipid Metabolism Explored via Network Pharmacology and Untargeted Lipidomics,extraction,no_high_or_medium_explicit_target_list
PMC12295633,Hwanhon Decoction Ameliorates Cognitive Impairment and Suppresses Neuroinflammation in a Chronic Cerebral Hypoperfusion Mouse Model: Involvement of Key Genes Identified by Network Pharmacology,extraction,no_high_or_medium_explicit_target_list
PMC9553158,Mechanism of lily bulb and Rehmannia decoction in the treatment of lipopolysaccharide-induced depression-like rats based on metabolomics study and network pharmacology,extraction,no_high_or_medium_explicit_target_list
PMC8041531,Network Pharmacology-Based Analysis of the Underlying Mechanism of Huajiao for Pain Relief,extraction,no_high_or_medium_explicit_target_list
PMC8360416,Network pharmacology study on the mechanism of the Chinese medicine Radix Isatidis (Banlangen) for COVID-19,extraction,no_high_or_medium_explicit_target_list
PMC13120915,A comprehensive multi-evidence framework for network pharmacology-based prediction of dietary flavonoid effects,extraction,no_high_or_medium_explicit_target_list
PMC9213133,Renal Protective Mechanisms of Shenyuan Particle in Db/Db Mice: A Study Based on Network Pharmacology,extraction,no_high_or_medium_explicit_target_list
PMC12004807,"Anti-inflammatory activity of Curcuma wanenlueanga Saensouk, Thomudtha & Boonma rhizomes and the search for its bioactive markers by harmonizing bioassay-guided isolation and network pharmacology",extraction,no_high_or_medium_explicit_target_list
PMC11361609,Unveiling the anti-obesity potential of Kemuning ( Murraya paniculata ): A network pharmacology approach,extraction,no_high_or_medium_explicit_target_list
PMC11365509,Combining Network Pharmacology and Transcriptomics to Investigate the Mechanisms of Yujiang Paidu Decoction in the Treatment of Chronic Rhinosinusitis with Nasal Polyps,extraction,no_high_or_medium_explicit_target_list
PMC9987733,Forecast and verification of the active compounds and latent targets of Guyuan decoction in treating frequently relapsing nephrotic syndrome based on network pharmacology,extraction,no_high_or_medium_explicit_target_list
PMC12727906,Exploring the Mahuang Fuzi Xixin Decoction’s mechanism for treating Alzheimer’s disease using molecular docking and network pharmacology,extraction,no_high_or_medium_explicit_target_list
PMC9561513,Study on the mechanism of Ginseng-Gegen for mesenteric lymphadenitis based on network pharmacology,extraction,no_high_or_medium_explicit_target_list
